image_id,file_name,length_cm,width_cm,height_cm,bbox_x,bbox_y,bbox_w,bbox_h,belt_y,side_sign
352,parcel_00352.jpg,21,29,30,158.35,166.48,38.6,31.18,138,-1
353,parcel_00353.jpg,55,70,45,119.9,159.9,120.11,74.48,149,1
354,parcel_00354.jpg,74,35,31,50.71,206.66,111.53,38.54,166,1
355,parcel_00355.jpg,42,17,46,294.72,184.03,62.39,38.46,135,1
356,parcel_00356.jpg,33,13,56,55.81,170.03,53.9,67.68,165,-1
357,parcel_00357.jpg,67,17,53,217.08,149.76,145.66,84.68,144,1
358,parcel_00358.jpg,70,44,45,232.02,167.07,110.49,54.75,162,1
359,parcel_00359.jpg,77,57,13,124.43,197.92,168.09,30.99,165,-1
360,parcel_00360.jpg,33,16,48,300.65,175.03,48.76,39.84,152,-1
361,parcel_00361.jpg,24,62,34,54.97,184.9,114.03,57.75,174,1
362,parcel_00362.jpg,90,42,54,141.93,175.92,120.88,59.36,140,1
363,parcel_00363.jpg,57,12,52,190.33,161.21,107.61,78.82,152,-1
364,parcel_00364.jpg,61,41,33,105.14,174.7,108.16,49.74,154,-1
365,parcel_00365.jpg,78,55,16,202.1,203.31,129.73,30.16,131,-1
366,parcel_00366.jpg,20,51,8,265.04,156.33,83.44,18.63,152,1
367,parcel_00367.jpg,44,68,13,96.79,140.06,94.29,21.9,135,-1
368,parcel_00368.jpg,76,15,17,235.59,184.22,122.1,18.67,158,1
369,parcel_00369.jpg,29,53,19,125.39,219.61,69.68,24.29,158,1
370,parcel_00370.jpg,88,66,48,162.99,166.54,197.18,81.81,163,-1
371,parcel_00371.jpg,68,36,48,53.4,144.44,94.23,56.55,137,-1
372,parcel_00372.jpg,18,35,50,222.97,140.94,81.03,102.77,135,1
373,parcel_00373.jpg,79,38,37,76.28,187.1,159.12,58.12,150,1
374,parcel_00374.jpg,41,36,35,245.52,180.42,77.3,42.58,173,1
375,parcel_00375.jpg,62,65,58,209.7,175.06,111.18,67.3,168,-1
376,parcel_00376.jpg,68,29,51,185.19,169.86,148.71,75.17,161,1
377,parcel_00377.jpg,62,52,32,42.77,213.9,111.7,30.5,157,1
378,parcel_00378.jpg,75,46,11,80.48,193.93,145.89,29.01,156,-1
379,parcel_00379.jpg,81,12,55,243.04,169.42,90.66,53.02,140,1
380,parcel_00380.jpg,76,18,11,237.58,188.08,98.29,17.23,153,1
381,parcel_00381.jpg,38,44,39,232.0,181.78,91.96,48.56,138,1
382,parcel_00382.jpg,56,49,29,111.76,186.03,111.96,37.48,153,-1
383,parcel_00383.jpg,80,23,36,133.43,187.48,147.52,42.68,133,1
384,parcel_00384.jpg,84,54,19,37.11,198.99,192.43,46.47,136,1
385,parcel_00385.jpg,36,59,60,45.84,142.1,114.38,112.08,153,-1
386,parcel_00386.jpg,85,48,27,30.28,183.43,145.52,36.41,172,1
387,parcel_00387.jpg,33,41,34,177.55,151.86,76.14,41.81,134,1
388,parcel_00388.jpg,82,41,37,183.83,165.33,177.1,45.79,143,1
389,parcel_00389.jpg,28,50,58,177.84,141.03,112.55,105.92,173,-1
390,parcel_00390.jpg,45,21,37,186.3,186.98,102.99,52.58,145,-1
391,parcel_00391.jpg,29,68,20,202.27,187.65,131.9,55.73,132,-1
392,parcel_00392.jpg,48,53,40,139.04,168.52,148.95,74.32,162,1
393,parcel_00393.jpg,75,24,11,129.26,167.46,162.22,24.39,140,1
394,parcel_00394.jpg,73,40,14,139.8,175.34,165.8,30.7,158,1
395,parcel_00395.jpg,69,56,53,171.04,157.59,172.81,89.04,170,1
396,parcel_00396.jpg,78,69,16,42.18,189.74,174.51,34.7,163,-1
397,parcel_00397.jpg,71,18,19,42.47,219.11,93.14,21.65,135,-1
398,parcel_00398.jpg,25,43,20,186.76,176.59,83.61,30.27,171,1
399,parcel_00399.jpg,72,55,30,65.33,202.0,114.21,27.58,133,-1
400,parcel_00400.jpg,76,33,43,123.96,179.33,146.68,49.04,159,1
401,parcel_00401.jpg,72,44,47,68.43,164.25,131.06,71.28,156,1
402,parcel_00402.jpg,88,26,40,188.0,144.25,151.54,57.93,135,-1
403,parcel_00403.jpg,86,24,23,169.41,194.2,187.43,46.65,162,-1
404,parcel_00404.jpg,46,33,10,48.03,220.79,69.03,12.57,152,1
405,parcel_00405.jpg,76,64,39,141.95,172.87,201.91,62.04,165,-1
406,parcel_00406.jpg,68,57,57,118.22,161.89,109.69,64.92,150,-1
407,parcel_00407.jpg,32,21,27,84.78,149.74,70.66,35.71,142,-1
408,parcel_00408.jpg,27,42,49,118.34,156.78,82.17,83.31,147,-1
409,parcel_00409.jpg,51,52,32,134.32,175.36,149.44,61.49,167,-1
410,parcel_00410.jpg,71,70,19,142.89,176.04,150.76,37.25,138,-1
411,parcel_00411.jpg,73,54,17,78.98,191.48,185.62,40.12,150,-1
412,parcel_00412.jpg,42,42,8,202.79,187.65,100.01,22.47,155,1
413,parcel_00413.jpg,32,28,17,277.63,221.34,55.56,17.13,160,1
414,parcel_00414.jpg,82,39,21,191.97,212.87,165.54,31.83,162,-1
415,parcel_00415.jpg,57,62,49,108.01,181.18,102.06,64.07,172,1
416,parcel_00416.jpg,54,35,8,222.4,185.13,100.35,16.96,134,-1
417,parcel_00417.jpg,45,43,16,205.95,175.49,98.65,33.46,156,1
418,parcel_00418.jpg,36,62,22,86.62,160.86,128.95,50.79,144,-1
419,parcel_00419.jpg,72,44,33,124.36,197.85,134.23,45.69,173,-1
420,parcel_00420.jpg,85,42,19,180.45,159.15,145.76,27.02,146,1
421,parcel_00421.jpg,22,25,41,159.23,155.5,61.07,59.08,134,-1
422,parcel_00422.jpg,25,14,18,281.23,192.79,43.44,16.93,150,1
423,parcel_00423.jpg,80,30,41,91.63,178.05,124.6,43.86,143,-1
424,parcel_00424.jpg,82,28,11,33.47,178.15,133.39,21.34,156,1
425,parcel_00425.jpg,56,57,14,218.13,223.89,87.94,20.89,159,1
426,parcel_00426.jpg,40,13,29,254.32,181.55,51.26,24.17,154,1
427,parcel_00427.jpg,80,32,9,140.52,217.54,170.77,26.32,135,1
428,parcel_00428.jpg,88,22,47,229.26,180.48,131.42,60.05,172,1
429,parcel_00429.jpg,24,40,19,180.92,214.22,52.51,19.73,162,1
430,parcel_00430.jpg,45,52,43,26.41,146.26,72.4,36.53,133,1
431,parcel_00431.jpg,59,25,38,150.84,173.34,133.92,58.02,168,-1
432,parcel_00432.jpg,39,49,23,201.11,175.35,76.22,31.13,171,1
433,parcel_00433.jpg,50,16,15,252.42,209.02,66.82,14.68,142,1
434,parcel_00434.jpg,85,53,24,73.79,181.47,208.42,44.41,170,1
435,parcel_00435.jpg,31,33,44,81.63,161.61,93.44,73.86,153,1
436,parcel_00436.jpg,24,34,47,34.73,171.51,74.87,61.16,162,1
437,parcel_00437.jpg,90,62,59,72.59,127.16,224.28,120.11,148,1
438,parcel_00438.jpg,18,60,56,53.06,196.04,48.96,49.29,155,1
439,parcel_00439.jpg,88,44,14,87.49,182.36,200.87,31.92,168,-1
440,parcel_00440.jpg,78,32,21,148.9,189.66,168.37,36.24,145,1
441,parcel_00441.jpg,87,30,34,198.91,173.42,128.63,48.12,138,-1
442,parcel_00442.jpg,66,42,39,214.97,182.61,125.65,52.57,153,-1
443,parcel_00443.jpg,63,46,44,116.35,161.6,163.57,74.07,143,-1
444,parcel_00444.jpg,33,45,50,129.05,184.59,57.62,40.33,173,1
445,parcel_00445.jpg,32,52,57,202.97,165.06,96.84,90.94,167,-1
446,parcel_00446.jpg,86,21,43,157.94,177.79,132.85,55.76,146,-1
447,parcel_00447.jpg,60,31,37,220.66,193.74,87.8,38.11,158,1
448,parcel_00448.jpg,39,19,23,233.87,180.04,70.43,33.18,146,1
449,parcel_00449.jpg,88,63,32,141.24,143.39,171.3,37.42,138,1
450,parcel_00450.jpg,76,31,46,66.34,164.7,187.31,86.27,175,1
451,parcel_00451.jpg,32,69,23,116.18,178.63,96.47,40.17,172,-1
452,parcel_00452.jpg,86,13,18,171.21,175.69,176.41,37.37,153,1
453,parcel_00453.jpg,54,51,28,225.92,176.16,109.99,41.7,151,1
454,parcel_00454.jpg,40,55,49,282.64,179.91,74.4,50.2,165,-1
455,parcel_00455.jpg,31,33,45,201.67,161.65,91.87,73.97,156,1
456,parcel_00456.jpg,67,26,46,135.01,186.06,107.94,50.94,163,1
457,parcel_00457.jpg,38,57,52,139.15,168.76,71.29,52.86,145,1
458,parcel_00458.jpg,41,30,11,250.31,209.59,107.82,27.22,174,1
459,parcel_00459.jpg,75,34,9,244.9,226.24,101.17,13.63,139,1
460,parcel_00460.jpg,35,36,42,214.11,155.12,74.61,45.73,149,-1
461,parcel_00461.jpg,18,17,33,298.11,156.41,49.25,52.09,131,1
462,parcel_00462.jpg,36,40,30,65.22,172.41,99.4,52.27,151,1
463,parcel_00463.jpg,65,58,31,185.05,186.22,174.67,56.49,159,-1
464,parcel_00464.jpg,18,33,18,164.41,195.88,52.6,25.33,164,1
465,parcel_00465.jpg,89,54,58,125.59,171.62,189.12,84.38,175,1
466,parcel_00466.jpg,43,62,51,82.87,173.39,76.31,41.94,162,-1
467,parcel_00467.jpg,29,32,36,137.64,172.54,54.4,32.49,135,-1
468,parcel_00468.jpg,26,35,39,217.3,147.24,89.94,69.36,141,-1
469,parcel_00469.jpg,21,66,30,31.28,200.33,92.83,40.05,153,-1
470,parcel_00470.jpg,89,24,54,223.05,177.4,121.9,64.82,132,1
471,parcel_00471.jpg,84,63,58,155.57,175.66,170.56,67.18,161,-1
472,parcel_00472.jpg,73,12,49,251.2,204.43,91.07,37.71,175,-1
473,parcel_00473.jpg,45,55,54,154.89,173.39,121.41,69.34,161,1
474,parcel_00474.jpg,89,59,18,177.61,185.92,162.22,35.26,139,-1
475,parcel_00475.jpg,32,61,34,111.85,168.68,133.46,70.93,160,1
476,parcel_00476.jpg,49,30,21,88.14,182.71,92.08,31.81,175,1
477,parcel_00477.jpg,36,48,50,166.02,137.59,120.13,103.57,132,-1
478,parcel_00478.jpg,55,64,32,204.44,178.01,146.23,58.13,169,-1
479,parcel_00479.jpg,34,67,9,202.78,137.76,101.74,22.45,130,1
480,parcel_00480.jpg,44,42,43,119.56,169.9,103.71,69.89,149,-1
481,parcel_00481.jpg,90,33,49,199.71,172.54,152.47,53.75,133,1
482,parcel_00482.jpg,56,20,11,50.88,195.03,121.2,21.56,140,-1
483,parcel_00483.jpg,86,51,15,117.42,218.35,125.62,21.83,174,-1
484,parcel_00484.jpg,30,42,12,185.22,191.24,62.69,19.1,173,1
485,parcel_00485.jpg,88,32,21,223.54,181.1,138.59,25.86,152,-1
486,parcel_00486.jpg,22,59,25,78.58,142.1,78.92,46.89,135,-1
487,parcel_00487.jpg,75,46,53,208.67,177.79,136.69,63.52,172,1
488,parcel_00488.jpg,64,21,49,121.52,172.97,145.33,76.48,171,1
489,parcel_00489.jpg,34,38,50,245.04,166.35,104.95,83.32,166,1
490,parcel_00490.jpg,33,29,48,68.6,172.48,79.45,58.0,155,-1
491,parcel_00491.jpg,72,63,54,166.81,156.16,179.25,95.36,160,1
492,parcel_00492.jpg,38,42,12,35.12,212.26,107.9,25.67,169,-1
493,parcel_00493.jpg,50,12,19,85.78,191.89,78.47,29.01,165,1
494,parcel_00494.jpg,54,69,41,127.26,175.72,110.88,62.98,164,-1
495,parcel_00495.jpg,34,22,32,298.87,160.79,64.54,44.84,140,1
496,parcel_00496.jpg,79,50,57,50.19,180.77,113.61,50.01,175,-1
497,parcel_00497.jpg,70,58,37,164.59,176.77,192.41,66.25,164,-1
498,parcel_00498.jpg,74,67,37,122.25,139.4,191.81,86.02,134,1
499,parcel_00499.jpg,56,21,8,66.31,225.93,121.69,17.63,153,-1
500,parcel_00500.jpg,84,39,55,26.08,160.3,194.13,82.01,151,-1
501,parcel_00501.jpg,46,36,20,211.99,210.33,77.67,21.36,161,-1
502,parcel_00502.jpg,86,22,57,25.29,152.99,184.15,85.59,148,1
503,parcel_00503.jpg,43,69,10,57.66,147.91,83.64,19.23,131,1
504,parcel_00504.jpg,42,33,41,80.38,166.87,74.58,49.49,149,1
505,parcel_00505.jpg,86,32,19,70.02,191.57,166.95,40.31,152,1
506,parcel_00506.jpg,60,56,32,190.15,182.55,141.63,53.27,139,1
507,parcel_00507.jpg,75,51,54,51.19,166.94,179.54,76.77,159,1
508,parcel_00508.jpg,84,20,36,48.82,154.33,123.04,48.19,137,-1
509,parcel_00509.jpg,81,62,48,118.32,172.64,137.61,60.43,165,-1
510,parcel_00510.jpg,68,27,23,208.49,160.34,119.94,29.75,153,-1
511,parcel_00511.jpg,24,17,45,100.83,178.65,34.26,34.53,170,-1
512,parcel_00512.jpg,74,53,36,88.26,187.33,153.32,54.4,151,-1
513,parcel_00513.jpg,84,28,58,168.72,145.5,192.86,110.5,142,-1
514,parcel_00514.jpg,68,61,37,45.11,156.81,142.31,53.64,134,-1
515,parcel_00515.jpg,89,22,30,58.56,182.83,165.58,38.22,147,1
516,parcel_00516.jpg,42,36,23,172.26,168.47,111.24,50.37,151,1
517,parcel_00517.jpg,36,59,48,219.51,158.37,114.56,76.3,153,1
518,parcel_00518.jpg,45,42,32,65.46,174.13,92.0,46.53,166,1
519,parcel_00519.jpg,46,26,56,25.9,155.0,81.63,55.21,145,-1
520,parcel_00520.jpg,49,66,25,106.82,173.12,140.58,55.71,144,1
521,parcel_00521.jpg,28,69,34,229.44,178.09,103.48,61.51,155,-1
522,parcel_00522.jpg,21,33,19,52.49,179.84,63.64,31.45,133,1
523,parcel_00523.jpg,43,17,30,202.89,175.35,94.41,47.94,130,1
524,parcel_00524.jpg,36,43,37,62.34,195.2,70.95,36.02,146,1
525,parcel_00525.jpg,60,60,47,71.62,165.82,162.09,76.58,140,1
526,parcel_00526.jpg,18,68,60,200.44,179.34,65.66,65.33,157,-1
527,parcel_00527.jpg,62,42,28,194.41,165.74,137.69,53.82,141,-1
528,parcel_00528.jpg,39,33,43,77.4,175.7,72.6,40.49,167,1
529,parcel_00529.jpg,90,66,35,182.92,189.4,121.99,44.66,169,1
530,parcel_00530.jpg,58,57,36,83.26,176.58,118.21,46.26,140,1
531,parcel_00531.jpg,66,53,39,53.13,179.21,170.44,63.58,148,-1
532,parcel_00532.jpg,81,12,49,95.03,177.22,175.03,70.49,175,1
533,parcel_00533.jpg,34,30,60,155.7,155.06,68.19,62.49,141,-1
534,parcel_00534.jpg,63,32,18,81.57,203.27,165.21,38.67,156,-1
535,parcel_00535.jpg,83,63,46,126.99,178.95,158.26,65.84,152,-1
536,parcel_00536.jpg,68,42,28,250.78,161.98,98.09,33.12,132,-1
537,parcel_00537.jpg,56,58,22,32.73,155.89,105.37,36.81,142,1
538,parcel_00538.jpg,73,38,12,47.08,135.35,118.27,21.76,131,-1
539,parcel_00539.jpg,84,61,25,150.13,176.64,136.09,30.85,168,-1
540,parcel_00540.jpg,84,60,40,195.45,161.16,113.88,41.92,143,-1
541,parcel_00541.jpg,74,51,50,40.87,149.36,158.32,65.11,143,1
542,parcel_00542.jpg,44,46,18,91.97,201.02,133.93,42.61,155,1
543,parcel_00543.jpg,57,33,24,184.58,140.5,123.89,33.14,136,1
544,parcel_00544.jpg,82,63,52,54.42,156.75,187.42,85.79,150,-1
545,parcel_00545.jpg,70,23,8,52.26,216.55,143.51,22.17,144,-1
546,parcel_00546.jpg,25,63,16,246.78,183.57,98.87,31.45,148,-1
547,parcel_00547.jpg,51,26,16,197.49,204.55,115.99,29.97,167,-1
548,parcel_00548.jpg,20,44,14,95.63,182.47,67.1,25.01,146,-1
549,parcel_00549.jpg,40,32,52,184.99,147.96,109.09,80.17,140,1
550,parcel_00550.jpg,34,64,54,108.28,172.23,99.68,75.63,171,1
551,parcel_00551.jpg,58,14,53,37.23,162.04,96.76,56.61,147,-1
552,parcel_00552.jpg,37,29,19,37.75,195.25,69.56,21.85,172,1
553,parcel_00553.jpg,54,51,33,181.03,180.96,90.06,32.69,146,-1
554,parcel_00554.jpg,58,40,38,101.88,169.75,95.32,37.87,154,-1
555,parcel_00555.jpg,33,34,53,80.5,181.78,62.84,63.99,170,-1
556,parcel_00556.jpg,55,44,44,100.03,172.68,138.43,66.25,135,1
557,parcel_00557.jpg,76,40,46,128.12,168.51,197.92,76.96,140,-1
558,parcel_00558.jpg,60,33,41,84.47,182.18,102.55,52.49,143,-1
559,parcel_00559.jpg,53,70,41,246.16,184.84,91.02,39.42,173,-1
560,parcel_00560.jpg,66,24,42,139.09,146.93,163.78,86.32,134,-1
561,parcel_00561.jpg,55,55,8,161.29,212.67,115.81,16.75,154,1
562,parcel_00562.jpg,28,43,39,90.15,187.34,70.06,58.15,159,-1
563,parcel_00563.jpg,85,54,30,145.31,205.67,128.19,38.34,153,1
564,parcel_00564.jpg,61,14,40,152.04,160.87,136.28,70.23,141,-1
565,parcel_00565.jpg,18,28,55,69.93,157.81,59.94,91.87,157,-1
566,parcel_00566.jpg,18,27,37,49.75,183.44,56.46,61.93,169,-1
567,parcel_00567.jpg,89,17,46,171.24,158.32,176.95,86.55,140,1
568,parcel_00568.jpg,22,15,56,285.72,177.88,32.5,52.04,173,1
569,parcel_00569.jpg,75,55,21,122.54,171.26,102.67,20.16,166,-1
570,parcel_00570.jpg,67,42,15,107.76,193.74,145.81,30.14,155,1
571,parcel_00571.jpg,45,17,17,292.99,161.07,70.01,18.32,142,1
572,parcel_00572.jpg,73,54,8,27.46,181.72,113.28,16.9,132,-1
573,parcel_00573.jpg,62,38,21,232.17,213.82,103.87,28.44,138,1
574,parcel_00574.jpg,52,35,42,233.77,171.74,127.99,61.99,130,-1
575,parcel_00575.jpg,87,25,34,205.68,184.95,114.64,36.73,155,-1
576,parcel_00576.jpg,37,40,37,119.43,194.77,88.31,41.62,173,-1
577,parcel_00577.jpg,45,44,27,121.53,184.61,88.61,33.28,172,-1
578,parcel_00578.jpg,25,20,15,214.57,183.53,57.01,25.16,145,1
579,parcel_00579.jpg,85,58,59,169.02,171.23,172.41,72.81,164,-1
580,parcel_00580.jpg,56,23,42,226.97,170.71,107.12,64.01,140,1
581,parcel_00581.jpg,77,46,9,85.17,182.05,167.35,26.7,171,-1
582,parcel_00582.jpg,65,32,17,86.44,179.21,105.85,28.3,169,1
583,parcel_00583.jpg,71,32,50,37.6,159.56,149.97,81.57,144,-1
584,parcel_00584.jpg,51,67,49,255.2,177.23,107.87,54.34,161,1
585,parcel_00585.jpg,54,43,50,185.23,196.12,102.6,45.61,171,1
586,parcel_00586.jpg,69,35,13,130.34,204.84,94.93,21.04,139,1
587,parcel_00587.jpg,56,34,22,229.96,178.28,116.1,40.58,138,1
588,parcel_00588.jpg,78,30,11,45.63,214.32,119.44,17.29,135,1
589,parcel_00589.jpg,23,33,39,250.6,149.9,76.9,57.27,133,1
590,parcel_00590.jpg,72,52,57,83.96,143.71,141.88,70.09,135,1
591,parcel_00591.jpg,51,55,17,145.02,206.78,107.79,31.23,151,-1
592,parcel_00592.jpg,48,50,8,186.32,228.32,85.67,10.68,140,1
593,parcel_00593.jpg,87,31,37,184.55,172.88,144.24,50.29,168,1
594,parcel_00594.jpg,62,44,24,200.27,154.04,141.26,48.15,133,-1
595,parcel_00595.jpg,67,34,17,157.6,183.02,134.78,35.0,154,-1
596,parcel_00596.jpg,89,60,31,24.93,143.72,205.8,51.13,135,1
597,parcel_00597.jpg,80,18,45,50.75,165.19,157.71,71.4,154,-1
598,parcel_00598.jpg,90,41,60,122.55,148.88,220.03,105.15,174,1
599,parcel_00599.jpg,78,15,8,61.65,202.8,170.59,18.1,162,1
600,parcel_00600.jpg,54,60,49,142.92,153.66,159.58,83.66,135,1
601,parcel_00601.jpg,19,62,40,250.39,172.88,77.16,48.99,148,1
602,parcel_00602.jpg,52,27,30,59.94,174.92,136.79,42.73,165,1
603,parcel_00603.jpg,45,64,35,95.03,159.21,138.67,62.35,131,1
604,parcel_00604.jpg,78,50,60,210.82,173.99,148.36,81.41,175,-1
605,parcel_00605.jpg,82,32,44,133.93,160.49,192.79,76.59,152,1
606,parcel_00606.jpg,80,55,11,120.64,201.67,154.74,28.9,145,-1
607,parcel_00607.jpg,57,27,36,74.86,170.97,149.53,75.1,167,1
608,parcel_00608.jpg,80,38,52,42.5,153.79,188.74,99.64,152,1
609,parcel_00609.jpg,68,48,50,168.79,176.95,123.22,58.39,154,1
610,parcel_00610.jpg,36,60,27,141.21,210.38,66.23,25.34,154,-1
611,parcel_00611.jpg,68,22,9,224.72,219.78,86.85,12.57,146,1
612,parcel_00612.jpg,80,17,23,162.49,200.44,177.49,40.04,175,1
613,parcel_00613.jpg,28,48,40,85.11,199.89,62.94,45.51,131,1
614,parcel_00614.jpg,66,46,37,92.31,142.36,118.19,44.67,130,-1
615,parcel_00615.jpg,57,24,20,74.15,177.99,109.01,37.69,136,-1
616,parcel_00616.jpg,52,25,42,234.72,205.09,67.92,35.62,162,1
617,parcel_00617.jpg,25,35,13,37.99,171.04,69.91,24.61,133,1
618,parcel_00618.jpg,68,52,50,24.38,156.39,180.14,99.61,155,1
619,parcel_00619.jpg,46,66,55,55.34,146.13,125.63,72.81,139,1
620,parcel_00620.jpg,66,53,35,141.33,146.18,133.76,40.96,141,1
621,parcel_00621.jpg,36,34,57,36.38,174.58,86.84,81.42,171,1
622,parcel_00622.jpg,73,39,30,109.25,160.66,108.66,26.86,146,1
623,parcel_00623.jpg,39,54,42,186.19,190.5,97.17,53.36,150,1
624,parcel_00624.jpg,55,17,49,235.0,176.85,103.51,58.81,152,-1
625,parcel_00625.jpg,74,29,25,246.44,197.36,104.9,25.16,157,-1
626,parcel_00626.jpg,45,49,57,24.7,153.24,132.97,102.76,169,-1
627,parcel_00627.jpg,87,51,8,23.69,169.1,118.13,16.33,165,-1
628,parcel_00628.jpg,39,63,43,125.42,163.16,117.71,66.34,150,-1
629,parcel_00629.jpg,89,52,8,161.85,177.58,192.81,23.7,167,-1
630,parcel_00630.jpg,69,26,57,105.24,163.9,165.16,92.1,170,-1
631,parcel_00631.jpg,86,27,28,43.11,193.06,166.49,45.92,158,-1
632,parcel_00632.jpg,45,17,20,115.62,163.51,89.88,36.3,153,1
633,parcel_00633.jpg,43,48,45,83.7,160.53,93.91,73.69,156,-1
634,parcel_00634.jpg,76,54,21,187.02,196.75,166.44,36.31,162,-1
635,parcel_00635.jpg,86,26,9,80.27,217.86,105.9,11.22,136,1
636,parcel_00636.jpg,53,16,39,264.62,209.22,72.56,32.14,142,1
637,parcel_00637.jpg,83,55,42,103.98,175.28,144.98,51.4,171,1
638,parcel_00638.jpg,22,34,40,160.93,178.66,47.93,50.5,174,-1
639,parcel_00639.jpg,42,38,47,112.48,155.08,91.75,76.15,147,1
640,parcel_00640.jpg,68,47,18,162.26,197.05,172.1,48.2,171,-1
641,parcel_00641.jpg,88,48,32,52.24,178.13,172.43,60.55,168,1
642,parcel_00642.jpg,80,33,33,100.87,166.84,112.3,32.39,153,1
643,parcel_00643.jpg,72,17,48,47.81,188.01,83.81,38.78,142,1
644,parcel_00644.jpg,62,19,12,203.26,193.92,130.55,25.35,148,-1
645,parcel_00645.jpg,86,52,16,135.57,193.84,166.38,35.52,136,-1
646,parcel_00646.jpg,74,12,19,229.07,191.58,129.78,26.05,169,-1
647,parcel_00647.jpg,67,16,54,176.7,141.99,147.24,102.9,135,1
648,parcel_00648.jpg,43,68,28,124.22,158.44,159.94,65.39,139,1
649,parcel_00649.jpg,63,50,31,127.71,159.33,152.04,52.35,153,-1
650,parcel_00650.jpg,43,44,52,58.46,141.79,135.18,102.1,131,-1
651,parcel_00651.jpg,78,64,36,149.24,175.25,183.8,57.54,166,1
652,parcel_00652.jpg,71,40,40,179.0,153.44,174.38,79.23,147,-1
653,parcel_00653.jpg,47,68,52,66.52,156.95,118.47,82.26,132,1
654,parcel_00654.jpg,79,65,55,61.71,176.8,125.4,68.43,167,-1
655,parcel_00655.jpg,62,58,19,136.98,146.81,195.66,60.45,142,-1
656,parcel_00656.jpg,28,31,27,174.37,192.24,47.04,23.4,161,1
657,parcel_00657.jpg,54,50,41,237.78,154.04,84.33,30.95,143,1
658,parcel_00658.jpg,59,34,49,139.96,173.08,125.9,70.34,141,1
659,parcel_00659.jpg,81,36,50,169.91,178.54,171.32,76.38,175,1
660,parcel_00660.jpg,49,41,17,98.44,190.24,121.38,38.79,149,-1
661,parcel_00661.jpg,72,24,30,157.25,158.85,143.4,49.5,144,1
662,parcel_00662.jpg,47,43,25,241.64,187.74,103.45,47.01,132,1
663,parcel_00663.jpg,31,54,38,125.85,189.64,77.07,45.09,170,-1
664,parcel_00664.jpg,28,34,24,147.4,142.22,94.65,43.32,130,1
665,parcel_00665.jpg,68,60,12,145.51,178.36,128.6,20.64,149,-1
666,parcel_00666.jpg,60,14,32,261.15,216.12,71.24,28.68,133,1
667,parcel_00667.jpg,19,42,22,119.16,186.65,69.9,44.41,160,-1
668,parcel_00668.jpg,27,29,48,300.12,184.29,48.49,56.08,156,1
669,parcel_00669.jpg,86,25,27,182.08,189.92,129.57,36.75,173,-1
670,parcel_00670.jpg,50,16,39,239.52,168.88,95.54,58.78,157,-1
671,parcel_00671.jpg,87,53,12,153.47,200.9,178.06,31.25,151,-1
672,parcel_00672.jpg,73,33,21,173.73,216.3,130.27,28.21,169,-1
673,parcel_00673.jpg,18,53,46,161.65,161.77,86.94,68.55,140,1
674,parcel_00674.jpg,59,29,19,245.09,182.94,89.89,19.85,140,1
675,parcel_00675.jpg,79,61,52,27.6,156.26,189.1,92.01,155,-1
676,parcel_00676.jpg,73,56,24,80.43,162.65,183.53,49.8,146,-1
677,parcel_00677.jpg,85,31,12,58.77,215.56,167.84,23.97,153,-1
678,parcel_00678.jpg,38,49,32,59.37,200.48,63.82,36.05,163,1
679,parcel_00679.jpg,64,34,33,162.57,209.88,117.78,32.96,167,-1
680,parcel_00680.jpg,62,52,23,68.69,155.72,114.85,33.91,151,1
681,parcel_00681.jpg,23,18,42,295.11,170.4,56.49,58.7,160,-1
682,parcel_00682.jpg,27,33,32,113.75,193.83,47.85,27.73,169,1
683,parcel_00683.jpg,70,44,26,136.16,193.1,164.58,45.79,161,1
684,parcel_00684.jpg,43,36,53,172.33,150.17,112.42,96.53,147,1
685,parcel_00685.jpg,72,17,34,111.23,175.8,117.56,54.1,153,-1
686,parcel_00686.jpg,88,59,60,139.15,172.95,199.87,83.05,171,1
687,parcel_00687.jpg,23,44,13,146.43,204.54,75.42,28.71,159,1
688,parcel_00688.jpg,65,46,21,24.77,187.58,101.78,24.11,156,1
689,parcel_00689.jpg,33,62,18,79.39,188.98,79.56,29.3,163,-1
690,parcel_00690.jpg,29,59,45,283.87,149.92,70.32,53.86,145,-1
691,parcel_00691.jpg,62,53,49,105.99,157.12,168.44,86.45,130,-1
692,parcel_00692.jpg,37,31,28,208.01,194.76,72.59,30.81,147,1
693,parcel_00693.jpg,75,45,40,188.96,173.55,153.18,59.24,135,1
694,parcel_00694.jpg,79,31,23,24.06,160.44,170.4,50.36,146,1
695,parcel_00695.jpg,25,42,15,167.24,166.53,53.97,20.48,131,-1
696,parcel_00696.jpg,85,39,46,59.76,188.96,117.09,54.53,130,1
697,parcel_00697.jpg,48,18,49,86.4,167.31,64.63,44.4,144,-1
698,parcel_00698.jpg,58,32,56,179.37,155.04,133.6,87.81,150,-1
699,parcel_00699.jpg,51,17,10,76.56,164.67,90.69,13.26,149,1
700,parcel_00700.jpg,33,42,14,96.97,148.14,76.9,23.83,143,-1
701,parcel_00701.jpg,62,23,59,62.93,174.57,85.44,65.13,165,1
702,parcel_00702.jpg,58,22,13,173.37,222.64,101.63,20.65,161,1
703,parcel_00703.jpg,54,44,34,182.92,174.66,95.31,40.52,132,1
704,parcel_00704.jpg,89,20,13,58.51,189.13,104.78,12.36,165,-1
